"시도별(1)","설립주체별(1)","시점",학생수 (명)
"경기","국립","2014",-
"경기","국립","2015",-
"경기","국립","2016",-
"경기","국립","2017",-
"경기","국립","2018",0
"경기","국립","2019",0
"경기","국립","2020",-
"경기","국립","2021",-
"경기","국립","2022",-
"경기","공립","2012",417845
"경기","공립","2013",413958
"경기","공립","2014",398261
"경기","공립","2015",370846
"경기","공립","2016",344724
"경기","공립","2017",332308
"경기","공립","2018",325281
"경기","공립","2019",320759
"경기","공립","2020",330709
"경기","공립","2021",346085
"경기","공립","2022",348604
"경기","사립","2012",45755
"경기","사립","2013",44262
"경기","사립","2014",41627
"경기","사립","2015",38964
"경기","사립","2016",36358
"경기","사립","2017",34548
"경기","사립","2018",33157
"경기","사립","2019",32273
"경기","사립","2020",32208
"경기","사립","2021",32387
"경기","사립","2022",31741
"강원","계","2012",56162
"강원","계","2013",54755
"강원","계","2014",51976
"강원","계","2015",48073
"강원","계","2016",43999
"강원","계","2017",41274
"강원","계","2018",39391
"강원","계","2019",37701
"강원","계","2020",37836
"강원","계","2021",37887
"강원","계","2022",37922
"강원","국립","2012",-
"강원","국립","2013",-
"강원","국립","2014",-
"강원","국립","2015",-
"강원","국립","2016",-
"강원","국립","2017",-
"강원","국립","2018",0
"강원","국립","2019",0
"강원","국립","2020",-
"강원","국립","2021",-
"강원","국립","2022",-
"강원","공립","2012",50658
"강원","공립","2013",49200
"강원","공립","2014",46594
"강원","공립","2015",42940
"강원","공립","2016",39156
"강원","공립","2017",36581
"강원","공립","2018",34884
"강원","공립","2019",33397
"강원","공립","2020",33579
"강원","공립","2021",33722
"강원","공립","2022",33784
"강원","사립","2012",5504
"강원","사립","2013",5555
"강원","사립","2014",5382
"강원","사립","2015",5133
"강원","사립","2016",4843
"강원","사립","2017",4693
"강원","사립","2018",4507
"강원","사립","2019",4304
"강원","사립","2020",4257
"강원","사립","2021",4165
"강원","사립","2022",4138
"충북","계","2012",59452
"충북","계","2013",57623
"충북","계","2014",54970
"충북","계","2015",50707
"충북","계","2016",46287
"충북","계","2017",43530
"충북","계","2018",41869
"충북","계","2019",40839
"충북","계","2020",41458
"충북","계","2021",42438
"충북","계","2022",42601
"충북","국립","2012",1312
"충북","국립","2013",1257
"충북","국립","2014",1150
"충북","국립","2015",1049
"충북","국립","2016",973
"충북","국립","2017",952
"충북","국립","2018",903
"충북","국립","2019",891
"충북","국립","2020",876
"충북","국립","2021",858
"충북","국립","2022",846
"충북","공립","2012",50411
"충북","공립","2013",49012
"충북","공립","2014",46990
"충북","공립","2015",43431
"충북","공립","2016",39635
"충북","공립","2017",37278
"충북","공립","2018",35941
"충북","공립","2019",35195
"충북","공립","2020",35967
"충북","공립","2021",36930
"충북","공립","2022",37101
"충북","사립","2012",7729
"충북","사립","2013",7354
"충북","사립","2014",6830
"충북","사립","2015",6227
"충북","사립","2016",5679
"충북","사립","2017",5300
"충북","사립","2018",5025
"충북","사립","2019",4753
"충북","사립","2020",4615
"충북","사립","2021",4650
"충북","사립","2022",4654
"충남","계","2012",76604
"충남","계","2013",72867
"충남","계","2014",70209
"충남","계","2015",65223
"충남","계","2016",60196
"충남","계","2017",57544
"충남","계","2018",56595
"충남","계","2019",56031
"충남","계","2020",57541
"충남","계","2021",59514
"충남","계","2022",59883
"충남","국립","2012",195
"충남","국립","2013",186
"충남","국립","2014",190
"충남","국립","2015",184
"충남","국립","2016",178
"충남","국립","2017",184
"충남","국립","2018",182
"충남","국립","2019",176
"충남","국립","2020",179
"충남","국립","2021",181
"충남","국립","2022",171
"충남","공립","2012",62371
"충남","공립","2013",58910
"충남","공립","2014",56670
"충남","공립","2015",52566
"충남","공립","2016",48479
"충남","공립","2017",46630
"충남","공립","2018",46128
"충남","공립","2019",45695
"충남","공립","2020",46895
"충남","공립","2021",48559
"충남","공립","2022",49127
"충남","사립","2012",14038
"충남","사립","2013",13771
"충남","사립","2014",13349
"충남","사립","2015",12473
"충남","사립","2016",11539
"충남","사립","2017",10730
"충남","사립","2018",10285
"충남","사립","2019",10160
"충남","사립","2020",10467
"충남","사립","2021",10774
"충남","사립","2022",10585
"전북","계","2012",72040
"전북","계","2013",70602
"전북","계","2014",67182
"전북","계","2015",62444
"전북","계","2016",56923
"전북","계","2017",53303
"전북","계","2018",50859
"전북","계","2019",48648
"전북","계","2020",48873
"전북","계","2021",49347
"전북","계","2022",49084
"전북","국립","2012",-
"전북","국립","2013",-
"전북","국립","2014",-
"전북","국립","2015",-
"전북","국립","2016",-
"전북","국립","2017",-
"전북","국립","2018",0
"전북","국립","2019",0
"전북","국립","2020",-
"전북","국립","2021",-
"전북","국립","2022",-
"전북","공립","2012",50728
"전북","공립","2013",49908
"전북","공립","2014",47486
"전북","공립","2015",43981
"전북","공립","2016",39972
"전북","공립","2017",37554
"전북","공립","2018",36065
"전북","공립","2019",34526
"전북","공립","2020",34963
"전북","공립","2021",35637
"전북","공립","2022",35614
"전북","사립","2012",21312
"전북","사립","2013",20694
"전북","사립","2014",19696
"전북","사립","2015",18463
"전북","사립","2016",16951
"전북","사립","2017",15749
"전북","사립","2018",14794
"전북","사립","2019",14122
"전북","사립","2020",13910
"전북","사립","2021",13710
"전북","사립","2022",13470
"전남","계","2012",69647
"전남","계","2013",67888
"전남","계","2014",64300
"전남","계","2015",58806
"전남","계","2016",53181
"전남","계","2017",49642
"전남","계","2018",47270
"전남","계","2019",45663
"전남","계","2020",46050
"전남","계","2021",46971
"전남","계","2022",46826
"전남","국립","2012",-
"전남","국립","2013",-
"전남","국립","2014",-
"전남","국립","2015",-
"전남","국립","2016",-
"전남","국립","2017",-
"전남","국립","2018",0
"전남","국립","2019",0
"전남","국립","2020",-
"전남","국립","2021",-
"전남","국립","2022",-
"전남","공립","2012",56636
"전남","공립","2013",55096
"전남","공립","2014",52309
"전남","공립","2015",47997
"전남","공립","2016",43533
"전남","공립","2017",40954
"전남","공립","2018",39091
"전남","공립","2019",37840
"전남","공립","2020",38092
"전남","공립","2021",38958
"전남","공립","2022",38764
"전남","사립","2012",13011
"전남","사립","2013",12792
"전남","사립","2014",11991
"전남","사립","2015",10809
"전남","사립","2016",9648
"전남","사립","2017",8688
"전남","사립","2018",8179
"전남","사립","2019",7823
"전남","사립","2020",7958
"전남","사립","2021",8013
"전남","사립","2022",8062
"경북","계","2012",91614
"경북","계","2013",89128
"경북","계","2014",85118
"경북","계","2015",77581
"경북","계","2016",70468
"경북","계","2017",65906
"경북","계","2018",63540
"경북","계","2019",61393
"경북","계","2020",62499
"경북","계","2021",63732
"경북","계","2022",63810
"경북","국립","2012",-
"경북","국립","2013",-
"경북","국립","2014",-
"경북","국립","2015",-
"경북","국립","2016",-
"경북","국립","2017",-
"경북","국립","2018",0
"경북","국립","2019",0
"경북","국립","2020",-
"경북","국립","2021",-
"경북","국립","2022",-
"경북","공립","2012",62183
"경북","공립","2013",60590
"경북","공립","2014",58268
"경북","공립","2015",53117
"경북","공립","2016",48396
"경북","공립","2017",45327
"경북","공립","2018",43854
"경북","공립","2019",42469
"경북","공립","2020",43376
"경북","공립","2021",44283
"경북","공립","2022",44026
"경북","사립","2012",29431
"경북","사립","2013",28538
"경북","사립","2014",26850
"경북","사립","2015",24464
"경북","사립","2016",22072
"경북","사립","2017",20579
"경북","사립","2018",19686
"경북","사립","2019",18924
"경북","사립","2020",19123
"경북","사립","2021",19449
"경북","사립","2022",19784
"경남","계","2012",127510
"경남","계","2013",124566
"경남","계","2014",118400
"경남","계","2015",108732
"경남","계","2016",99401
"경남","계","2017",93843
"경남","계","2018",90851
"경남","계","2019",88668
"경남","계","2020",91164
"경남","계","2021",94538
"경남","계","2022",95037
"경남","국립","2012",650
"경남","국립","2013",637
"경남","국립","2014",612
"경남","국립","2015",603
"경남","국립","2016",566
"경남","국립","2017",547
"경남","국립","2018",519
"경남","국립","2019",517
"경남","국립","2020",517
"경남","국립","2021",523
"경남","국립","2022",519
"경남","공립","2012",98943
"경남","공립","2013",96711
"경남","공립","2014",91617
"경남","공립","2015",83405
"경남","공립","2016",75827
"경남","공립","2017",71597
"경남","공립","2018",69706
"경남","공립","2019",68299
"경남","공립","2020",70610
"경남","공립","2021",73451
"경남","공립","2022",73888
"경남","사립","2012",27917
"경남","사립","2013",27218
"경남","사립","2014",26171
"경남","사립","2015",24724
"경남","사립","2016",23008
"경남","사립","2017",21699
"경남","사립","2018",20626
"경남","사립","2019",19852
"경남","사립","2020",20037
"경남","사립","2021",20564
"경남","사립","2022",20630
"제주","계","2012",24059
"제주","계","2013",23887
"제주","계","2014",23380
"제주","계","2015",22051
"제주","계","2016",20629
"제주","계","2017",19603
"제주","계","2018",19306
"제주","계","2019",18899
"제주","계","2020",19468
"제주","계","2021",19989
"제주","계","2022",20126
"제주","국립","2012",885
"제주","국립","2013",855
"제주","국립","2014",822
"제주","국립","2015",777
"제주","국립","2016",736
"제주","국립","2017",684
"제주","국립","2018",675
"제주","국립","2019",673
"제주","국립","2020",672
"제주","국립","2021",670
"제주","국립","2022",672
"제주","공립","2012",18779
"제주","공립","2013",18795
"제주","공립","2014",18476
"제주","공립","2015",17456
"제주","공립","2016",16314
"제주","공립","2017",15573
"제주","공립","2018",15455
"제주","공립","2019",15108
"제주","공립","2020",15682
"제주","공립","2021",16141
"제주","공립","2022",16274
"제주","사립","2012",4395
"제주","사립","2013",4237
"제주","사립","2014",4082
"제주","사립","2015",3818
"제주","사립","2016",3579
"제주","사립","2017",3346
"제주","사립","2018",3176
"제주","사립","2019",3118
"제주","사립","2020",3114
"제주","사립","2021",3178
"제주","사립","2022",3180
